SubjectID,AssignmentID,ProblemID,Attempts,CorrectEventually,Label
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,1,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,3,4,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,5,3,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,12,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,13,6,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,232,3,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,233,7,True,False
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,234,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,235,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,439,236,11,True,False
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,17,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,20,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,21,2,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,22,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,24,2,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,25,5,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,28,2,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,100,3,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,101,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,487,102,2,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,31,3,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,32,4,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,33,8,True,False
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,34,39,True,False
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,36,3,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,37,2,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,38,7,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,39,3,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,40,1,True,True
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,492,128,5,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,1,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,3,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,5,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,12,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,13,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,232,3,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,233,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,234,2,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,235,4,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,236,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,17,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,20,5,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,21,3,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,22,2,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,24,4,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,25,3,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,28,3,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,100,10,True,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,101,15,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,102,6,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,31,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,32,22,True,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,33,12,True,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,34,21,False,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,36,1,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,37,2,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,38,18,True,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,39,2,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,40,9,True,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,128,5,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,1,1,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,3,2,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,5,4,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,12,1,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,13,9,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,232,1,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,233,4,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,234,1,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,235,5,True,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,236,3,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,17,2,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,20,1,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,21,4,True,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,22,1,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,24,4,False,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,25,6,False,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,100,4,True,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,101,15,False,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,492,37,4,False,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,492,40,5,False,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,1,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,3,14,True,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,5,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,12,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,13,3,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,232,4,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,233,4,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,234,21,True,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,235,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,236,2,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,17,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,20,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,21,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,22,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,24,5,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,25,5,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,28,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,100,1,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,101,3,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,102,45,False,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,31,11,True,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,32,17,True,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,33,9,True,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,34,3,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,36,4,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,37,3,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,38,13,True,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,39,4,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,40,8,True,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,128,2,True,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,439,1,1,True,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,439,3,2,True,True
